flight_icao,dep_iata,arr_iata,aircraft_icao
PGT5004,CGN,AYT,A20N
PGT5010,HAJ,AYT,A20N
PGT509,TBZ,SAW,A20N
PGT59U,AMM,AYT,A20N
PGT603,DIA,SAW,B738
PGT621,HRG,SAW,B738
PGT624,HRG,SAW,A20N
PGT6261,ISU,SAW,A20N
PGT633,SSH,SAW,A21N
PGT6498,TZX,TLV,A21N
PGT6849,IKA,SAW,A20N
PGT685,DMM,SAW,A20N
PGT697,JED,SAW,A21N
PGT705,FRU,SAW,A20N
PGT709,FRU,AYT,A20N
PGT741,DXB,SAW,A21N
PGT747,SHJ,SAW,A20N
PGT817,EBL,SAW,A21N
PGT81D,STN,SAW,B738
PGT825,BAH,SAW,A20N
PGT859,KWI,SAW,B738
PGT863,BEY,SAW,A20N
PGT873,MCT,SAW,B738
PHJ55,BFI,LBB,C56X
PIA210,SHJ,SKT,A320
PIA220,NJF,KHI,A320
PIA234,DXB,ISB,A320
PIA284,DXB,PEW,A320
PIA288,DIA,ISB,A320
PIA503,KHI,GWD,AT45
PIA727,PEW,RUH,B772
PIA742,JED,ISB,B77W
PIA744,MED,KHI,B77L
PIA784,YYZ,KHI,B77L
PIC6055,DAD,SGN,A320
POE142,EWR,YTZ,DH8D
POE269,YOW,YQM,DH8D
POE275,YTZ,YOW,DH8D
POE485,YUL,YHZ,DH8D
POE641,YTZ,YQT,DH8D
POE727,YTZ,IAD,DH8D
PRY2,GRR,HKY,C208
PRY4,LRD,DCU,PC12
PSC384,YGR,YHU,SF34
PUE302,LIM,MAD,A343
PUE702,CCS,MAD,A332
PVL1954,YDF,YHZ,DH8A
PVL1973,YQB,YUL,DH8C
PVL901,YZV,YQB,DH8D
PXT252,LAS,SFO,C525
PXT525,U42,OAK,C25B
QAZ353,NQZ,ALA,DH8D
QDA6067,LHW,KHN,A20N
QDA6073,CSX,JJN,A20N
QDA6081,CSX,LHW,A20N
QDA6105,NKG,LHW,A20N
QDA9787,LFQ,URC,A20N
QDA9810,KMG,HFE,A320
QDA9841,HSN,JJN,A320
QFA1,SIN,LHR,A388
QFA10,LHR,PER,B789
QFA101,SYD,NAN,B738
QFA104,HNL,SYD,A333
QFA1042,SYD,BME,B738
QFA1072,PER,BME,B738
QFA1077,ISA,BNE,B738
QFA11,SYD,LAX,B789
QFA119,BNE,AKL,A332
QFA1203,PHE,PER,B738
QFA1209,PHE,PER,B738
QFA121,SYD,ZQN,B738
QFA1215,KTA,PER,B738
QFA1357,GBW,PER,B738
QFA143,SYD,AKL,B738
QFA145,SYD,AKL,A333
QFA161,SYD,WLG,B738
QFA171,MEL,WLG,B738
QFA178,ZQN,MEL,B738
QFA1959,ASP,DRW,E190
QFA1988,MEL,TSV,E190
QFA2,LHR,SIN,A388
QFA333,BNE,APW,A333
QFA424,MEL,SYD,B738
QFA425,SYD,MEL,B738
QFA433,SYD,MEL,B738
QFA436,MEL,SYD,B738
QFA437,SYD,MEL,B738
QFA441,SYD,MEL,B738
QFA5,PER,FCO,B789
QFA516,SYD,BNE,B738
QFA517,BNE,SYD,A332
QFA521,BNE,SYD,B738
QFA56,LAX,BNE,A332
QFA578,SYD,HTI,B738
QFA612,MEL,BNE,B738
QFA613,BNE,MEL,B738
QFA615,BNE,MEL,B738
QFA63,SYD,JNB,B789
QFA64,JNB,SYD,B789
QFA642,SYD,SYD,B738
QFA643,SYD,PER,A332
QFA645,SYD,PER,B738
QFA662,ADL,BNE,B738
QFA678,ADL,MEL,B738
QFA69,MEL,DEL,A332
QFA70,DEL,MEL,A332
QFA702,MEL,CNS,B738
QFA711,CNS,BNE,A332
QFA735,SYD,ADL,B738
QFA7554,JFK,SYD,B744
QFA773,MEL,PER,A332
QFA790,SYD,ASP,B738
QFA81,SYD,SIN,A333
QFA824,BNE,DRW,B738
QFA840,SYD,DRW,A332
QFA9,PER,LHR,B789
QFA922,SYD,CNS,B738
QFA933,BNE,PER,B738
QFA935,BNE,PER,B738
QFA936,PER,BNE,B738
QFA986,BNE,MKY,B738
QFA999,SYD,HBA,B738
QJE1518,MEL,CBR,B712
QJE1544,LST,MEL,B712
QJE1552,HBA,MEL,B712
QJE1722,CBR,BNE,B712
QJE1748,MEL,OOL,B712
QJE1755,MCY,MEL,B712
QLK108D,SYD,CFS,DH8D
QLK17,SYD,BHQ,DH8C
QLK275,ADL,PLO,DH8C
QLK308D,BNE,ABX,DH8D
QLK339D,GLT,BNE,DH8D
QLK365D,ROK,BNE,DH8D
QLK422D,NTL,BNE,DH8D
QLK431D,SYD,CBR,DH8D
QLK436D,CBR,SYD,DH8D
QLK454D,BNE,MOV,DH8D
QLK478D,CNS,WEI,DH8D
QLK489D,HID,CNS,DH8D
QLK532D,BNE,BCI,DH8D
QNT788,LED,BHK,A320
QQE501,JFK,ZRH,GLF6
QTR10B,DOH,MAD,B789
QTR1175,MED,DOH,A320
QTR12R,DOH,LHE,B788
QTR12X,ISB,DOH,B788
QTR1368,JNB,DOH,B77L
QTR1373,DOH,WDH,B788
QTR1423,DOH,ACC,B788
QTR1456,LUN,DOH,A359
QTR15L,DOH,MUC,B788
QTR15V,CCU,DOH,A359
QTR15W,MIA,DOH,A359
QTR16U,DOH,SEZ,B77L
QTR16W,DOH,CDG,B77L
QTR18H,LHR,DOH,B77W
QTR18M,DOH,JNB,B77L
QTR19K,DOH,BRU,B788
QTR19M,PHL,DOH,B77W
QTR1U,LOS,DOH,B789
QTR1X,DOH,DEL,B788
QTR20K,CDG,DOH,B77W
QTR22G,DFW,DOH,A35K
QTR23R,EVN,DOH,B788
QTR25C,SLL,DOH,A320
QTR25K,DOH,ADL,B77W
QTR29A,NBO,DOH,B77W
QTR31,DOH,EDI,A359
QTR31Q,CAI,DOH,B77W
QTR31Y,DAR,DOH,A320
QTR34N,DOH,MLE,A320
QTR36V,DOH,BNE,B77W
QTR36Y,DOH,MXP,B788
QTR38U,DOH,FCO,B788
QTR39C,DOH,LHR,B77W
QTR3J,LUX,ATL,B77L
QTR3L,BGW,DOH,A320
QTR40H,ISU,DOH,A320
QTR41C,ORD,DOH,B77W
QTR41W,SKT,DOH,B788
QTR43X,ADD,DOH,B77W
QTR43Y,IAD,DOH,B77W
QTR44K,DXB,DOH,A333
QTR45J,DOH,CPT,B77W
QTR45N,BEY,DOH,A320
QTR46B,DOH,JRO,A332
QTR46M,MEL,DOH,B77W
QTR477,SYZ,DOH,A320
QTR47N,SFO,DOH,A35K
QTR49G,DOH,PER,B77W
QTR4N,DOH,MCT,B77L
QTR4R,BNE,DOH,B77W
QTR4X,DOH,LOS,B788
QTR501,HYD,DOH,A321
QTR517,COK,DOH,A333
QTR523,GOI,DOH,A320
QTR52C,DOH,NBO,A332
QTR535,AMD,DOH,A320
QTR54W,DOH,MAN,B77W
QTR55X,DOH,LHR,A388
QTR591,NAG,DOH,A320
QTR61Q,DOH,LAX,A35K
QTR62J,DOH,MLE,B77W
QTR639,DAC,DOH,A333
QTR63H,DOH,VIE,A320
QTR640,DOH,DAC,A333
QTR643,DAC,DOH,B77W
QTR645,KTM,DOH,A332
QTR648,DOH,KTM,B788
QTR652,DOH,KTM,A333
QTR65G,LHR,DOH,B77W
QTR663,CMB,DOH,A333
QTR664,DOH,CMB,A332
QTR66G,DOH,DFW,B77L
QTR67P,DOH,MEL,B77W
QTR68F,BLR,DOH,B77L
QTR68W,DOH,MPM,A359
QTR69C,CCJ,DOH,A320
QTR6K,DOH,ABV,B788
QTR6P,DOH,FRA,B77W
QTR6W,BOM,DOH,B789
QTR6Y,KWI,DOH,B77W
QTR71C,DOH,MLE,B77W
QTR72G,LAX,DOH,A35K
QTR72H,PEW,DOH,A320
QTR73P,CPT,DOH,B77W
QTR74V,LHE,DOH,A35K
QTR75C,IAH,DOH,A35K
QTR75H,DOH,ZNZ,A333
QTR76L,EBL,DOH,A320
QTR76M,DOH,ISB,B789
QTR779,DOH,GRU,B77W
QTR780,GRU,DOH,B77W
QTR78Q,DOH,ZRH,A35K
QTR7F,DOH,AMS,B77L
QTR7Q,MCT,DOH,A333
QTR8023,HKG,DOH,B77L
QTR8024,DOH,BOM,B77L
QTR806,DOH,NRT,B77W
QTR80V,ATL,DOH,B77W
QTR8124,ORD,LGG,B77L
QTR8140,HAN,DOH,B77L
QTR8174,LAX,OST,B77L
QTR817D,HKG,DOH,A359
QTR818,DOH,HKG,A359
QTR82X,DOH,SYD,A388
QTR830,DOH,BKK,A388
QTR836,DOH,BKK,A388
QTR8397,CGO,DOH,B77L
QTR840,DOH,HKT,B788
QTR8417,HKG,DOH,B77L
QTR842,HKT,BKK,B788
QTR858,DOH,ICN,B77W
QTR859,ICN,DOH,B77W
QTR8591,PTY,LGG,B77L
QTR85F,SEA,DOH,B77W
QTR8776,NBO,LGG,B77L
QTR87M,ADL,DOH,B77W
QTR8883,IAH,DOH,B77L
QTR88Q,MAA,DOH,B789
QTR890,DOH,ICN,B77W
QTR90F,DOH,KHI,B788
QTR90R,DOH,LGW,B77W
QTR930,DOH,CRK,B788
QTR932,DOH,MNL,B77W
QTR93W,TRV,DOH,A320
QTR945,SIN,DOH,A35K
QTR946,DOH,SIN,A35K
QTR956,DOH,CGK,B788
QTR960,DOH,DPS,B77W
QTR961,DPS,DOH,B77W
QTR970,DOH,SGN,B788
QTR976,DOH,HAN,A333
QTR99P,JFK,DOH,B77W
QTR9H,BLR,DOH,B789
QTR9N,DOH,JFK,B77W
QUE20,YQB,YGP,CL60
QXE2018,SEA,IDA,E75L
QXE2024,SEA,SEA,DH8D
QXE2042,BOI,IDA,DH8D
QXE2047,BOI,SEA,E75L
QXE2068,SFO,PAE,E75L
QXE2087,SEA,PDX,E75L
QXE2092,SEA,SEA,DH8D
QXE2099,SEA,SEA,DH8D
QXE2103,RDM,SEA,DH8D
QXE2107,PAE,PAE,E75L
QXE2122,PDX,PDX,E75L
QXE2146,PAE,GEG,E75L
QXE2172,SEA,GEG,DH8D
QXE2223,SEA,SEA,DH8D
QXE2241,PAE,SFO,E75L
QXE2258,SEA,PDX,DH8D
QXE2259,BIL,SEA,E75L
QXE2271,SEA,SEA,E75L
QXE2275,SEA,SEA,DH8D
QXE2298,SEA,SBP,E75L
QXE2385,PHX,PAE,E75L
QXE2432,AKN,ANC,E75L
QXE2438,SEA,RDD,DH8D
QXE2440,SEA,SEA,E75L
QXE2564,SEA,EUG,E75L
QXE2577,BOI,GEG,DH8D
QXE2586,BOI,SMF,E75L
RAM201N,JFK,CMN,B788
RAM217,DOH,CMN,B789
RAM245,DXB,CMN,B788
RAM265,CMN,FIH,B38M
RAM515F,CMN,ACC,B738
RAM533X,CMN,ABJ,B738
RAM555,CMN,LOS,B738
RAX123,SDM,ALO,LJ35
RAX131,GSH,LRD,LJ35
RAX264,LRD,CAK,FA20
RAX270,LRD,27K,FA20
RAX716,ELP,LAF,LJ35
RAX722,MRC,LRD,FA20
RBA421,BWN,SIN,A20N
RBG421,CAI,AJF,A320
RBG550,KWI,HBE,A320
REU974,CDG,RUN,B77W
REU975,RUN,CDG,B77W
REU976,CDG,DZA,B788
RHD3,BXG,BLN,A139
RHD5,MEB,BLN,A139
RHL15,NHV,PPT,BE20
RJA264D,ORD,AMM,B788
RJA407,AMM,BEY,E195
RJA642E,AMM,KWI,A320
RJA650,AMM,DOH,E195
RJA825,EBL,AMM,A319
RMY1021,SZB,CGK,B762
RMY383,SIN,SZB,B762
RNA230,DXB,KTM,A332
RNA240,DIA,KTM,A320
ROU1570,YUL,YYG,A319
ROU1685,YUL,YYJ,A319
ROU1846,LAS,YYZ,A319
ROU1857,YUL,LAS,A321
ROU1870,YVR,YQB,A319
ROU1934,YXE,YYZ,A320
RPA3484,EWR,MEM,E75L
RPA3498,ORD,MEM,E170
RPA3558,EWR,IND,E170
RPA3559,ORD,DCA,E75L
RPA3568,EWR,MSN,E75L
RPA3569,EWR,MKE,E75L
RPA3572,EWR,YYZ,E170
RPA3575,EWR,ATL,E170
RPA3624,EWR,YOW,E75L
RPA3640,EWR,YQB,E75L
RPA3670,ORD,MSY,E170
RPA3687,EWR,PIT,E75L
RPA3710,ORD,FSD,E170
RPA4313,PHL,BGR,E75L
RPA4342,BDL,DCA,E75L
RPA4376,DTW,LGA,E75S
RPA4377,GSO,LGA,E170
RPA4378,PIT,LGA,E75S
RPA4526,LGA,OKC,E75S
RPA4551,DCA,JAX,E75S
RPA4554,LGA,XNA,E75S
RPA4563,IND,DCA,E75S
RPA4579,ATL,LGA,E75S
RPA4584,CHO,LGA,E170
RPA4586,CVG,LGA,E75L
RPA4589,LGA,ATL,E75L
RPA4601,ORD,IND,E75L
RPA4618,LGA,CVG,E75S
RPA4629,SRQ,CLT,E75S
RPA4644,DCA,DCA,E75L
RPA4658,RDU,JFK,E75S
RPA4659,JFK,BOS,E75L
RPA4673,RIC,LGA,E170
RPA4680,CMH,BOS,E75S
RPA4691,JFK,RIC,E75S
RPA4722,LGA,CLE,E170
RPA4731,ORD,ORF,E75L
RPA4751,DCA,TUL,E75S
RPA4779,LGA,MEM,E75L
RPA4810,PVD,DCA,E75S
RPA4817,ORD,SDF,E75S
RPA4824,LGA,LGA,E170
RPA4828,DCA,DCA,E75L
RPA4830,JFK,IND,E75S
RPA4839,CHS,DCA,E75L
RPA4852,LGA,RIC,E75S
RPA5592,DCA,LGA,E170
RPA5597,DCA,BOS,E75S
RPA5601,BOS,BWI,E75S
RPA5607,BOS,BNA,E75S
RPA5613,DCA,LGA,E75S
RPA5621,ORD,BOS,E75S
RPA5643,BOS,PIT,E75S
RPA5659,BWI,BOS,E75S
RPA5670,BOS,MKE,E75S
RPA5680,BOS,CMH,E75S
RPA5691,BOS,LGA,E75S
RPA5692,LGA,CMH,E75S
RPA5697,JFK,CMH,E75S
RPA5700,JFK,DCA,E75S
RPA5712,JFK,ORD,E75S
RPA5736,EWR,BOS,E75S
RPA5745,DCA,BOS,E75S
RPA5752,LGA,LGA,E170
RPA5797,JFK,IAD,E75S
RPA5814,DCA,LEX,E170
RPA5817,BOS,BOS,E75S
RPA5825,DCA,LGA,E75S
RPA5833,JFK,PIT,E75S
RPA5861,BOS,CLT,E75S
RPB7018,BOG,MEX,B738
RPB7022,BOG,SDQ,B738
RPB7027,PUJ,BOG,B738
RPB7052,GYE,BOG,B738
RPB7437,PUJ,MDE,B738
RSY4705,VKO,HRG,A333
RTL38,COE,PHX,PC24
RUN117,DOH,LGG,B744
RUN512,CGN,HKG,B744
RVF107,SDP,ANC,DH8A
RVF401,SNP,ANC,DH8A
RVF503,HOM,ANC,DH8A
RVF8,ANC,DUT,DH8C
RWD103,JNB,KGL,B737
RWD304,KGL,DXB,A332
RWD700,KGL,BRU,A333
RWZ4202,IST,SVX,SU95
RWZ4426,TAS,DME,SU95
RWZ4609,ZIA,AYT,SU95
RWZ4618,IST,ZIA,SU95
RWZ4654,IST,ZIA,SU95
RWZ5079,SVO,AYT,B772
RWZ5085,SVO,SSH,B772
RWZ5095,SVO,AYT,B772
RXA337,BNE,SYD,B738
RXA3916,KNS,MEL,SF34
RXA437,MEL,ADL,B738
RXA5722,BNE,RMA,SF34
RXA6118,MIM,MYA,SF34
RXA6363,PQQ,SYD,SF34
RXA6417,CFS,SYD,SF34
RXA6464,NRA,SYD,SF34
RXA669,OOL,MEL,B738
RXA6768,ABX,SYD,SF34
RXA6828,SYD,DBO,SF34
RXA6855,BHQ,SYD,SF34
RYR2156,BHX,AGP,B738
RYR2157,AGP,BHX,B738
RYR7063,ALC,DUB,B38M
RYS3007,KTW,KGS,B738
RYS3013,KTW,ZTH,B738
RYS5131,KTW,BOJ,B738
RYS5143,WRO,BOJ,B738
RYS5763,POZ,KGS,B738
RYS5903,KTW,ADB,B738
RZO224,BOS,PDL,A21N
SAR178,QGY,BRE,SF34
SAS904,EWR,ARN,A333
SAS908,EWR,OSL,A333
SAS910,EWR,CPH,A333
SAS926,IAD,CPH,A333
SAS928,BOS,CPH,A21N
SAS932,LAX,CPH,A359
SAS936,SFO,CPH,A359
SAS946,ORD,ARN,A333
SAS950,YYZ,CPH,A21N
SAW750,SHJ,LTK,A320
SBI1060,KZN,DME,E170
SBI1080,KUF,DME,E170
SBI1142,CEK,DME,E170
SBI1160,PEE,DME,A320
SBI1174,SVX,DME,A320
SBI2041,DME,AER,A320
SBI2070,AER,DME,B738
SBI2502,OVB,DME,B738
SBI2504,OVB,DME,A21N
SBI2566,OMS,DME,A321
SBI2571,DME,NUX,A321
SBI2594,ABA,DME,B738
SBI2602,BAX,DME,B738
SBI2604,BAX,DME,A320
SBI2606,KEJ,DME,B738
SBI2616,TOF,DME,A20N
SBI2617,DME,NYM,A20N
SBI2626,NOZ,DME,A320
SBI3018,IKT,DME,A21N
SBI3032,UUD,DME,A20N
SBI3034,UUD,DME,A20N
SBI3046,HTA,DME,A20N
SBI5113,OVB,AER,B738
SBI5115,OVB,AER,A20N
SBI5202,VVO,OVB,A20N
SBI5220,GDX,OVB,A20N
SBI5224,HTA,OVB,A320
SBI5238,KHV,OVB,A20N
SBI5250,PKC,OVB,A21N
SBI5560,KQT,OVB,A320
SBI6216,PKC,VVO,A20N
SBI6340,VVO,IKT,A20N
SCM46,DAL,TEB,C56X
SCX104,LAS,MSP,B738
SCX3002,AFW,MSP,B738
SCX3009,AFW,BDL,B738
SCX3051,PDX,FAI,B738
SCX3056,LAL,MCI,B738
SCX3083,LAL,SFO,B738
SCX396,SFO,MSP,B738
SCX426,LAX,MSP,B738
SCX606,PHX,MSP,B738
SCX717,GRB,LAS,B738
SCX8195,OKC,GPT,B738
SCX8246,PIE,RSW,B738
SDM6001,LED,IKT,B738
SDM6057,LED,AER,A320
SDM6068,MCX,LED,A319
SDM6112,NJC,LED,SU95
SDM6284,UUS,SVO,B773
SDM6288,KHV,SVO,B77W
SDM6328,KGD,LED,SU95
SDM6402,SVX,LED,A319
SDM6412,UFA,LED,A319
SDM6442,SGC,LED,SU95
SDM6452,TJM,LED,A319
SDM6454,REN,LED,A319
SDM6462,CEK,LED,A319
SDM6472,OMS,LED,A319
SDM6524,NQZ,SVO,SU95
SDM6531,SVO,ALA,SU95
SDM6533,SVO,KGF,SU95
SDM6542,OVB,LED,A320
SDM6568,AER,LED,A320
SDM6574,KJA,LED,A320
SDM6582,PEE,LED,A319
SDM6924,EVN,LED,A320
SEJ115,BOM,DBR,B738
SEJ134,RUH,BOM,B38M
SEJ136,BLR,DEL,B738
SEJ139,CCJ,JED,B38M
SEJ160,HYD,DEL,B738
SEJ191,DEL,BLR,B738
SEJ24,DXB,IXM,B738
SEJ3023,BLR,JLR,DH8D
SEJ327,BLR,IXB,B738
SEJ3701,DEL,RAJ,DH8D
SEJ385,BOM,GOP,B38M
SEJ4038,CCU,IXS,DH8D
SEJ471,DEL,IXG,B737
SEJ54,DXB,CCJ,B738
SEJ611,BOM,MAA,B38M
SEJ679,MAA,BOM,B38M
SEJ741,BKK,DEL,B38M
SEJ7614,BLR,HYD,B737
SEJ8194,AMD,DEL,B738
SEJ8263,DEL,CCU,B739
SEJ8363,DEL,ISK,B738
SEJ8701,DEL,BOM,B738
SEJ8903,DEL,IXB,B738
SEJ8937,PNQ,DEL,B38M
SEP1811,KHI,JED,A332
SEP721,LHE,SHJ,B738
SFJ12,UBJ,HND,A320
SFJ42,FUK,HND,A320
SFJ43,HND,FUK,A320
SFJ45,HND,FUK,A320
SFJ58,FUK,NGO,A320
SFJ61,NGO,FUK,A320
SFJ76,KKJ,HND,A320
SFJ78,KKJ,HND,A320
SHU4766,KXK,VVO,DH8D
SHU5612,KHV,GDX,A319
SHU5615,PKC,VVO,A319
SHU5680,VVO,UUS,A319
SHU5684,KHV,PKC,A319
SIA1,HKG,SIN,A359
SIA103,KUL,SIN,B38M
SIA108,SIN,KUL,B738
SIA11,LAX,NRT,B77W
SIA12,SIN,NRT,B77W
SIA154,SIN,PNH,B38M
SIA192,SIN,HAN,A359
SIA207,SIN,MEL,A359
SIA21,EWR,SIN,A359
SIA212,SYD,SIN,B77W
SIA22,SIN,EWR,A359
SIA224,PER,SIN,B78X
SIA232,SYD,SIN,A359
SIA238,MEL,SIN,A359
SIA241,SIN,SYD,A359
SIA25,JFK,FRA,A388
SIA251,SIN,DRW,B38M
SIA256,BNE,SIN,A359
SIA26,SIN,FRA,A388
SIA278,ADL,SIN,A359
SIA28,SIN,SEA,A359
SIA298,CHC,SIN,A359
SIA306,SIN,LHR,B77W
SIA308,SIN,LHR,B77W
SIA31,SFO,SIN,A359
SIA319,LHR,SIN,A388
SIA32,SIN,SFO,A359
SIA321,LHR,SIN,B77W
SIA322,SIN,LHR,A388
SIA324,SIN,AMS,A359
SIA325,FRA,SIN,A359
SIA328,SIN,MUC,A359
SIA333,CDG,SIN,B77W
SIA336,SIN,CDG,B77W
SIA34,SIN,SFO,A359
SIA346,SIN,ZRH,B77W
SIA352,SIN,CPH,A359
SIA356,SIN,MXP,A359
SIA366,SIN,FCO,A359
SIA38,SIN,LAX,A359
SIA422,SIN,BOM,A359
SIA478,SIN,JNB,A359
SIA48,SIN,YVR,A359
SIA52,SIN,MAN,A359
SIA600,SIN,ICN,A359
SIA607,ICN,SIN,B78X
SIA708,SIN,BKK,A359
SIA726,SIN,HKT,B738
SIA7281,SYD,SIN,B744
SIA7343,SHJ,SIN,B744
SIA762,SIN,RGN,A359
SIA802,SIN,PEK,A359
SIA827,PVG,SIN,A359
SIA828,SIN,PVG,B77W
SIA830,SIN,PVG,B78X
SIA850,SIN,CAN,B78X
SIA874,SIN,HKG,A359
SIA882,SIN,HKG,A359
SIA910,SIN,MNL,A359
SIA915,MNL,SIN,B78X
SIA938,SIN,DPS,B78X
SIA953,CGK,SIN,B77W
SIA956,SIN,CGK,A359
SID9302,SSA,CNF,B734
SID9524,REC,CNF,B733
SIL69,HSV,FLL,AT76
SIL73,TLH,FLL,AT76
SJO832,CTS,NRT,B738
SJV3501,MWS,CGK,A320
SJV501,UPG,CGK,A320
SJV622,CGK,BDJ,A320
SJV641,AAP,SUB,A320
SJV812,CGK,PDG,A320
SJV857,BTH,CGK,A320
SJV870,CGK,PLM,A320
SJV892,CGK,KNO,A320
SJV945,KNO,CGK,A320
SJX711,TPE,SGN,A21N
SJX725,TPE,KUL,A21N
SJX731,TPE,SIN,A339
SJX820,TPE,KIX,A21N
SJY663,LUV,AMQ,B738
SKL1,NPE,WLG,BE20
SKP53,IRG,CNS,DH8A
SKQ25,OSU,PAH,PC12
SKQ34,SAV,CAE,PC12
SKQ40,BTR,BHM,PC12
SKQ48,IAD,BUY,PC12
SKQ57,RIC,ORF,PC12
SKU1301,ARI,SCL,A20N
SKU283,ANF,SCL,A20N
SKU506,EZE,SCL,A20N
SKU623,GIG,SCL,A320
SKU804,SCL,LIM,A20N
SKW187T,FAT,SLC,E75L
SKW278T,IAH,LAX,E75L
SKW3004,PHX,SLC,CRJ7
SKW3009,ORD,BWI,CRJ7
SKW3013,DFW,YUM,CRJ7
SKW3045,ORD,HPN,CRJ7
SKW3064,ORD,DSM,CRJ7
SKW3070,ORD,DTW,CRJ7
SKW3077,DFW,FLG,CRJ7
SKW3078,DFW,TRI,CRJ7
SKW3097,MOB,DFW,CRJ7
SKW3134,DFW,FWA,CRJ7
SKW3139,XNA,DFW,CRJ7
SKW3162,DFW,COS,CRJ7
SKW3167,DFW,DFW,CRJ7
SKW3168,SHV,DFW,CRJ7
SKW3170,DFW,DFW,CRJ7
SKW3182,DFW,SBN,CRJ7
SKW3231,DFW,DRO,CRJ7
SKW3238,ORD,LEX,CRJ7
SKW3264,DFW,DFW,CRJ7
SKW3265,IDA,PHX,CRJ7
SKW3267,DFW,BIS,CRJ7
SKW3322,LAX,LAX,E75L
SKW3334,PDX,PDX,E75L
SKW3336,STS,STS,E75L
SKW3349,SAN,SMF,E75L
SKW3358,PDX,PDX,E75L
SKW3409,SAN,STS,E75L
SKW3412,SFO,LAX,E75L
SKW3421,SEA,TUS,E75L
SKW3425,SFO,SAN,E75L
SKW3431,SJC,PSP,E75L
SKW3451,LAS,BOI,E75L
SKW3463,LAX,LAX,E75L
SKW3470,SFO,BOI,E75L
SKW3472,SJC,SAN,E75L
SKW3473,STS,STS,E75L
SKW3475,SJC,AUS,E75L
SKW3481,SAN,SAN,E75L
SKW3486,BOI,SFO,E75L
SKW3509,MSP,MKE,E75L
SKW3514,SEA,SEA,E75L
SKW3521,MSP,PSC,E75L
SKW3545,MSP,MEM,E75S
SKW3548,BIL,SLC,E75L
SKW3602,MSP,IAD,CRJ9
SKW3644,ATL,OKC,CRJ9
SKW3648,MSP,FWA,CRJ2
SKW3653,RNO,SLC,E75L
SKW3680,SEA,SEA,E75L
SKW3685,SEA,SEA,E75L
SKW3692,LAX,LAX,E75L
SKW3697,DTW,CMH,CRJ9
SKW3746,SMF,SLC,E75L
SKW3769,LAX,LAX,E75L
SKW3771,ATL,SBN,CRJ9
SKW3783,SLC,SLC,E75L
SKW3797,MSP,CLE,E75L
SKW3828,SMF,SEA,E75S
SKW3852,BOI,SEA,E75L
SKW3858,DTW,IAD,CRJ9
SKW3869,DTW,ELM,CRJ9
SKW3885,MSP,CMH,E75L
SKW3895,DTW,ALB,CRJ9
SKW3918,DTW,OMA,CRJ9
SKW3921,LAX,LAX,E75L
SKW3948,HPN,ATL,CRJ9
SKW3975,DTW,ORF,CRJ9
SKW3988,BOI,SEA,E75L
SKW3996,ATL,CRW,CRJ9
SKW3997,ATL,HPN,CRJ7
SKW4010,DTW,PVD,CRJ9
SKW4017,DTW,MKE,CRJ9
SKW4042,ATL,SGF,CRJ9
SKW4050,DTW,RIC,CRJ2
SKW4051,ABQ,LAX,E75L
SKW4059,DTW,HPN,CRJ9
SKW4061,SJC,LAX,E75L
SKW4077,MSO,SLC,E75L
SKW4124,MSP,PIT,E75L
SKW4133,ATL,MLI,CRJ9
SKW4153,MSP,SDF,E75L
SKW4161,ATL,BMI,CRJ9
SKW4288,CDC,SLC,CRJ2
SKW4332,EKO,SLC,CRJ2
SKW4454,DTW,SDF,CRJ9
SKW4465,ATL,TRI,CRJ9
SKW4466,SEA,BOI,E75L
SKW4496,ATL,ABE,CRJ7
SKW4514,ATL,LFT,CRJ9
SKW4628,DEN,CVG,E75L
SKW4631,DEN,LBB,CRJ2
SKW4652,ASE,LAX,CRJ7
SKW4660,IAH,YYZ,E75L
SKW4665,DEN,BIS,CRJ2
SKW4676,DEN,LIT,E75L
SKW4684,DEN,GTF,E75L
SKW4696,SFO,OMA,E75L
SKW4753,BOI,SFO,CRJ7
SKW4767,DEN,TUS,E170
SKW4775,IAH,AMA,CRJ2
SKW4784,IAH,DTW,E75L
SKW4921,PHX,PHX,CRJ7
SKW4933,CRP,DFW,CRJ7
SKW4956,DFW,IDA,CRJ7
SKW4964,DFW,CUU,CRJ7
SKW4967,ECP,DFW,CRJ7
SKW4977,PHX,FAT,CRJ7
SKW4989,JAN,DFW,CRJ7
SKW4992,OKC,PHX,CRJ7
SKW5004,ORD,ABE,CRJ7
SKW5204,DEN,RIW,CRJ2
SKW5262,LGA,ORD,E75L
SKW5263,DEN,IDA,E75L
SKW5290,ORD,BOI,E75L
SKW5306,SFO,ACV,E75L
SKW5317,LAX,COS,CRJ2
SKW5335,DEN,SLC,CRJ7
SKW5373,SFO,FAT,CRJ2
SKW5380,ORD,PIA,CRJ2
SKW5388,DEN,TYS,E75L
SKW5407,ONT,SFO,CRJ2
SKW5421,ORD,LIT,CRJ2
SKW5433,ORD,SLC,E75L
SKW5437,ORD,MLI,E75L
SKW5440,ORD,LNK,E75L
SKW5454,DEN,MRY,CRJ2
SKW5459,IAH,COS,E75L
SKW5464,ORD,TUL,CRJ2
SKW5467,IAH,TUS,E75L
SKW5478,ORD,GSP,E75L
SKW5482,DEN,DTW,E75L
